filename,mean_temp,SD_temp,mean_lux,SD_lux
C:/Users/Kirill/Dropbox/CSUN/Masters/Spring 2021/551 Comp Mod/R dir/Musaev/Week_13/data/homework/TP1.csv,13.270917769217887,2.324036940384585,426.8261597722325,1660.5527799301178
C:/Users/Kirill/Dropbox/CSUN/Masters/Spring 2021/551 Comp Mod/R dir/Musaev/Week_13/data/homework/TP2.csv,13.17498324958124,2.3083116351233564,5603.155443886097,11928.918945060084
C:/Users/Kirill/Dropbox/CSUN/Masters/Spring 2021/551 Comp Mod/R dir/Musaev/Week_13/data/homework/TP3.csv,13.103857621440536,2.3172968976534682,5605.070519262982,12101.098948940165
C:/Users/Kirill/Dropbox/CSUN/Masters/Spring 2021/551 Comp Mod/R dir/Musaev/Week_13/data/homework/TP4.csv,13.22150418760469,2.2692087110488024,655.1036850921273,2088.8389035431683
